Date,Close/Last,Volume,Open,High,Low
06/21/2024,$225.86,11385790,$227.00,$228.2521,$220.71
06/20/2024,$235.03,6888927,$237.36,$240.49,$228.44
06/18/2024,$235.95,6198915,$238.25,$242.80,$234.60
06/17/2024,$245.10,6662888,$239.87,$248.64,$234.23
06/14/2024,$244.50,7146478,$246.16,$250.25,$237.0647
06/13/2024,$247.64,8666222,$253.77,$257.13,$243.26
06/12/2024,$254.96,11134680,$251.80,$263.2599,$250.58
06/11/2024,$244.20,8991286,$242.93,$245.66,$234.09
06/10/2024,$249.81,6344848,$241.11,$253.43,$239.53
06/07/2024,$244.16,9315341,$256.185,$263.1799,$243.86
06/06/2024,$257.08,9494574,$250.00,$263.7999,$248.75
06/05/2024,$251.40,9383502,$246.86,$251.89,$240.70
06/04/2024,$244.20,10854300,$230.23,$247.20,$230.1557
06/03/2024,$231.39,7333118,$232.50,$239.20,$224.69
05/31/2024,$225.92,10123080,$239.28,$240.41,$219.17
05/30/2024,$234.76,9349187,$241.10,$248.86,$233.38
05/29/2024,$236.65,6801950,$239.02,$240.49,$233.18
05/28/2024,$245.00,10843130,$235.45,$247.1319,$231.05
05/24/2024,$237.65,10249250,$221.00,$237.79,$220.05
05/23/2024,$218.86,9428333,$233.81,$234.32,$217.66
05/22/2024,$231.51,8933689,$225.01,$238.77,$221.2089
05/21/2024,$225.78,10704510,$231.97,$233.65,$220.12
05/20/2024,$225.19,11223310,$207.96,$226.26,$203.72
05/17/2024,$207.60,8688627,$205.66,$210.67,$199.8315
05/16/2024,$199.17,12185480,$215.00,$216.4499,$198.64
05/15/2024,$219.91,9339278,$212.21,$221.40,$207.70
05/14/2024,$203.05,5356047,$195.96,$206.9669,$194.93
05/13/2024,$199.51,7542161,$204.00,$206.665,$197.64
05/10/2024,$200.92,7423528,$214.50,$214.87,$200.50
05/09/2024,$210.45,4649731,$210.22,$213.8497,$205.11
05/08/2024,$211.20,4615442,$209.50,$214.90,$206.525
05/07/2024,$214.34,8169566,$226.94,$230.82,$214.12
05/06/2024,$226.93,9690593,$225.84,$235.80,$224.90
05/03/2024,$223.25,13739130,$230.90,$232.25,$216.55
05/02/2024,$228.85,12454220,$216.48,$232.71,$210.76
05/01/2024,$210.09,10191470,$199.00,$218.52,$198.20
04/30/2024,$203.93,9127863,$214.35,$216.57,$202.59
04/29/2024,$218.16,9576110,$229.942,$230.32,$216.54
04/26/2024,$236.32,6044874,$220.77,$237.02,$218.66
04/25/2024,$223.61,5143505,$216.045,$225.94,$213.64
04/24/2024,$224.37,6737434,$236.83,$239.00,$223.87
04/23/2024,$236.43,7338353,$223.62,$238.67,$223.61
04/22/2024,$225.86,8207010,$216.79,$227.14,$215.033
04/19/2024,$211.01,9363985,$223.83,$227.76,$210.18
04/18/2024,$218.08,9403920,$215.57,$228.05,$213.25
04/17/2024,$213.78,9440213,$222.04,$224.87,$205.90
04/16/2024,$218.83,16472140,$223.00,$223.00,$205.67
04/15/2024,$223.41,11239790,$247.94,$249.7392,$222.14
04/12/2024,$245.75,9051648,$259.42,$259.97,$244.3101
04/11/2024,$263.01,8655112,$250.99,$264.30,$247.3103
04/10/2024,$250.99,8416023,$238.24,$251.265,$234.12
04/09/2024,$242.95,7824680,$253.225,$254.55,$241.10
04/08/2024,$256.99,10042180,$252.859,$261.63,$249.68
04/05/2024,$240.90,8438580,$244.91,$253.96,$240.20
04/04/2024,$249.61,8098342,$260.15,$261.50,$249.46
04/03/2024,$251.58,6670175,$244.04,$255.998,$243.00
04/02/2024,$245.84,8817643,$238.10,$248.125,$235.99
04/01/2024,$252.11,10010690,$261.87,$268.81,$249.2238
03/28/2024,$265.12,11201560,$260.21,$270.79,$257.91
03/27/2024,$256.70,11092630,$276.22,$276.605,$253.95
03/26/2024,$266.81,10316200,$280.12,$280.83,$266.6901
03/25/2024,$279.71,13941660,$261.00,$283.48,$260.25
03/22/2024,$255.51,9828192,$254.24,$260.7246,$249.55
03/21/2024,$262.00,16199860,$260.24,$276.38,$256.2678
