Date,Close/Last,Volume,Open,High,Low
09/11/2023,155.11,1247985,154.56,155.3078,153.75
09/08/2023,153.28,1028377,153.05,154.22,152.89
09/07/2023,153.06,1088749,152.31,153.39,151.88
09/06/2023,154.23,920961,155.21,155.34,153.34
09/05/2023,155.55,706428,155.00,156.0485,154.65
09/01/2023,155.37,1110479,156.51,156.67,154.73
08/31/2023,155.43,725115,155.06,156.21,155.06
08/30/2023,155.08,1261663,154.25,155.29,153.83
08/29/2023,154.15,811717,150.79,154.3287,150.70
08/28/2023,150.95,780944,151.03,151.256,149.87
08/25/2023,149.81,1326280,148.96,150.44,147.54
08/24/2023,148.58,1353725,153.32,153.35,148.54
08/23/2023,151.90,732377,149.97,152.2989,149.90
08/22/2023,149.50,916003,150.80,150.80,149.23
08/21/2023,149.75,2346851,147.93,149.9996,147.77
08/18/2023,147.31,1022351,146.10,147.84,145.91
08/17/2023,147.51,1460266,149.74,149.85,147.3422
08/16/2023,149.13,1037444,150.54,151.09,149.11
08/15/2023,150.78,977865,151.96,152.24,150.47
08/14/2023,152.40,764459,150.38,152.40,150.0947
08/11/2023,150.67,838738,150.54,151.37,150.03
08/10/2023,151.66,1097001,152.60,153.99,150.9914
08/09/2023,151.31,1736220,153.13,153.16,151.05
08/08/2023,153.01,1266428,153.32,153.32,151.73
08/07/2023,154.32,1567403,153.82,154.39,152.8513
08/04/2023,153.06,1221243,154.58,155.535,152.87
08/03/2023,153.74,1029633,153.03,154.65,152.96
08/02/2023,154.03,1294022,156.04,156.04,153.51
08/01/2023,157.49,798341,157.28,157.78,156.64
07/31/2023,157.93,946729,157.92,158.31,157.32
07/28/2023,157.73,1118869,156.66,158.18,156.47
07/27/2023,154.93,1110455,157.59,158.25,154.4067
07/26/2023,155.29,964814,155.40,156.01,154.39
07/25/2023,155.88,647734,155.11,156.515,155.09
07/24/2023,154.79,742540,154.88,155.32,154.00
07/21/2023,154.54,915947,155.99,156.26,154.378
07/20/2023,154.99,974101,157.40,157.9842,154.5801
07/19/2023,158.53,1192329,159.14,159.57,158.10
07/18/2023,158.70,1225160,157.15,159.23,156.36
07/17/2023,157.34,682351,156.26,157.75,156.051
07/14/2023,155.97,1169838,156.20,157.48,155.60
07/13/2023,155.94,981556,154.72,156.305,154.475
07/12/2023,153.36,1346118,153.22,153.92,152.35
07/11/2023,151.43,898782,150.90,151.63,150.00
07/10/2023,150.74,885755,150.53,150.955,149.51
07/07/2023,150.71,888853,151.09,152.38,150.58
07/06/2023,151.14,1248173,150.78,151.33,149.9423
07/05/2023,152.31,893615,151.68,153.04,151.65
07/03/2023,152.36,428001,152.22,152.5736,151.795
06/30/2023,151.98,908458,151.20,152.35,151.06
06/29/2023,149.68,778742,149.84,150.07,148.9748
06/28/2023,149.99,740061,148.93,150.75,148.90
06/27/2023,149.69,2390104,147.79,149.97,147.48
06/26/2023,147.20,2466444,148.96,150.08,147.10
06/23/2023,149.12,633038,148.99,150.09,148.4594
06/22/2023,150.64,763774,148.38,150.68,148.22
06/21/2023,148.96,973621,150.45,150.59,148.49
06/20/2023,150.95,1093065,150.55,151.46,149.7175
06/16/2023,151.32,1002544,153.33,153.36,151.19
06/15/2023,152.29,949764,150.00,152.93,149.76
06/14/2023,150.53,1288120,149.47,150.6205,148.28
06/13/2023,149.45,1007662,149.46,149.75,148.13
06/12/2023,148.27,696487,146.53,148.30,146.131
06/09/2023,145.78,839190,145.93,147.09,145.2641
06/08/2023,145.18,559685,143.62,145.4591,143.56
06/07/2023,143.49,1048437,146.14,146.8867,143.2241
06/06/2023,145.96,933802,145.72,146.36,145.21
06/05/2023,145.96,8216903,145.84,147.05,145.58
06/02/2023,145.91,1266937,145.51,146.36,144.815
06/01/2023,144.79,699411,143.06,145.31,142.60
05/31/2023,143.09,1494067,143.31,144.07,142.54
05/30/2023,143.93,1282422,145.15,145.56,143.38
05/26/2023,143.31,1269980,140.19,143.65,140.14
05/25/2023,139.72,1230658,139.52,140.23,138.50
05/24/2023,136.43,2195909,136.29,136.92,135.56
05/23/2023,137.10,1737243,138.19,138.62,136.98
05/22/2023,138.94,756673,138.36,139.27,138.31
05/19/2023,138.38,1003485,138.82,139.10,137.97
05/18/2023,138.71,1059589,136.38,138.80,136.331
05/17/2023,136.15,836971,135.01,136.4213,134.55
05/16/2023,134.56,591444,134.16,135.28,134.13
05/15/2023,134.43,553620,133.87,134.50,133.25
05/12/2023,133.65,591052,134.42,134.5689,132.84
05/11/2023,134.18,753804,133.98,134.38,133.31
05/10/2023,133.72,696795,133.32,134.08,132.29
05/09/2023,132.32,959740,132.46,132.77,132.15
05/08/2023,133.18,1496473,132.65,133.265,132.17
05/05/2023,132.83,734955,130.89,133.15,130.84
05/04/2023,130.10,629283,130.39,130.83,129.60
05/03/2023,130.50,920585,131.51,132.59,130.4501
05/02/2023,131.31,986146,132.50,132.58,130.63
05/01/2023,132.48,561003,132.46,133.025,132.06
04/28/2023,132.68,927505,131.65,132.68,131.24
04/27/2023,131.74,787367,129.84,131.9513,129.60
04/26/2023,128.23,746795,128.84,129.51,128.05
04/25/2023,127.48,797323,129.31,129.51,127.47
04/24/2023,129.95,685602,130.12,130.67,129.04
04/21/2023,130.19,529325,129.93,130.52,129.19
04/20/2023,130.07,712888,129.84,131.30,129.54
04/19/2023,131.11,583668,130.14,131.51,130.11
04/18/2023,131.11,783108,132.02,132.19,130.6505
04/17/2023,131.14,402975,130.85,131.2782,130.01
04/14/2023,131.04,541927,130.62,131.71,129.83
04/13/2023,131.30,521994,129.48,131.43,129.43
04/12/2023,128.71,1110830,130.73,130.95,128.545
04/11/2023,129.87,568191,130.71,130.71,129.68
04/10/2023,130.72,950057,129.56,130.74,128.87
04/06/2023,130.81,634527,129.25,131.00,128.6818
04/05/2023,129.88,970381,130.79,130.90,129.17
04/04/2023,131.23,966658,131.88,132.22,130.71
04/03/2023,131.66,1073333,131.06,131.77,130.54
